Datum;Uhrzeit;Deutschland/Österreich/Luxemburg[Euro/MWh];Dänemark 1[Euro/MWh];Dänemark 2[Euro/MWh];Frankreich[Euro/MWh];Italien (Nord)[Euro/MWh];Niederlande[Euro/MWh];Polen[Euro/MWh];Schweden 4[Euro/MWh];Schweiz[Euro/MWh];Slowenien[Euro/MWh];Tschechien[Euro/MWh];Ungarn[Euro/MWh]
26.11.2015;00:00;34,99;23,44;23,44;40,4;44,34;34,8;-;23,44;44,32;39,9;31,92;31,92
26.11.2015;01:00;34,2;23,17;23,17;36,73;41,53;33,28;-;23,17;41,95;31,16;30,66;30,66
26.11.2015;02:00;32,3;23,05;23,05;32,3;41,48;32,3;-;23,05;41,08;27,24;29,9;29,9
26.11.2015;03:00;30,29;23,18;23,18;30,29;40,51;30,29;-;23,18;41,02;27;29,01;29,01
26.11.2015;04:00;31,4;23,63;23,63;31,4;40;31,4;-;23,63;39,59;28,4;30;30
26.11.2015;05:00;33,75;24,7;24,7;35;41,85;33,75;-;24,7;44;32,2;30,26;30,26
26.11.2015;06:00;38,93;25,71;25,71;52,28;52,28;39,28;37,44;25,71;52,93;43,71;39,59;39,59
26.11.2015;07:00;60,98;42,12;45,04;64,33;70;60,32;45,04;45,04;61,36;56;56,09;56,09
26.11.2015;08:00;60,08;44,1;44,1;68,98;82,22;59,38;45,54;44,1;66,49;60,96;57,96;57,96
26.11.2015;09:00;59,19;33,14;33,14;63,39;81,29;59,08;47,87;33,14;67,32;60,1;57,9;57,9
26.11.2015;10:00;60,96;37,23;37,23;60,96;76,23;60,96;48,23;37,23;68,65;60,1;55,26;55,26
26.11.2015;11:00;62,97;37,17;37,17;62,97;74,46;62,97;50,23;37,17;67,54;72;55;55
26.11.2015;12:00;57,51;34,47;34,47;57,51;57,51;57,51;51,05;34,47;64,08;57,51;54,96;54,96
26.11.2015;13:00;56,8;34,42;34,42;56,8;57,51;56,8;51,54;34,42;61,06;57,51;55,01;55,01
26.11.2015;14:00;60,03;34,47;34,47;63,85;68;60,3;49,26;34,47;63,02;61;55,72;55,72
26.11.2015;15:00;65,05;51,95;51,95;65,05;75;65,05;51,95;51,95;63,01;62,59;57,69;57,69
26.11.2015;16:00;65,12;56,68;56,68;65,12;75;65,12;70,01;56,68;66,81;64,95;62,01;62,01
26.11.2015;17:00;83,91;58,03;59,05;83,91;93;83,91;59,05;59,05;75,59;77;71,38;71,38
26.11.2015;18:00;72,17;41,99;41,99;98,95;98,95;76,39;51,32;41,99;98,58;64,35;61,57;61,57
26.11.2015;19:00;62,05;28,97;28,97;77,8;77,8;64,11;48,39;28,97;68,96;63,35;55,5;55,5
26.11.2015;20:00;47,52;25,4;25,4;62,51;63,35;48,31;46,29;25,4;60,34;55,97;48,37;48,37
26.11.2015;21:00;37,35;24,58;24,58;57,78;59,2;38,31;37,6;24,58;57,06;46,04;39,44;39,44
26.11.2015;22:00;47,06;23,55;23,55;53,31;56,21;35,83;35,78;23,55;55,25;50,6;38,84;39
26.11.2015;23:00;35,77;22,81;22,81;49,24;49,34;35,77;33,49;22,81;51,68;39,17;33,48;33,48
27.11.2015;00:00;32,94;21,67;21,67;41;46,31;33,93;-;21,67;42,96;37,39;34,5;34,5
27.11.2015;01:00;31,67;20,91;20,91;40,4;44,13;32,67;-;20,91;41,01;36,53;33,53;33,53
27.11.2015;02:00;29,96;20,25;20,25;39,88;44,17;31,14;-;20,25;40,1;33,06;32,1;32,1
27.11.2015;03:00;29,98;20,38;20,38;35,23;42,42;30,59;-;20,38;40,07;31,32;30,32;30,32
27.11.2015;04:00;30,09;21,07;21,07;34;41,31;30,09;-;21,07;39,48;34,3;31,3;31,3
27.11.2015;05:00;29,33;22,1;22,1;38,84;42,73;29,33;-;22,1;41,03;35,22;33,32;33,32
27.11.2015;06:00;33,81;23,07;23,07;46,29;58,1;34,09;33,37;23,07;51,41;33,93;37,56;37,56
27.11.2015;07:00;46,67;23,9;23,9;60,73;68;46,67;38,62;23,9;62,97;51,58;51,8;51,8
27.11.2015;08:00;47,96;24,34;24,34;63,48;77;48,24;44,48;24,34;76,01;51,49;52,8;52,8
27.11.2015;09:00;47;24,06;24,06;64,69;75,07;47,84;45,38;24,06;72,44;50,5;49,15;49,15
27.11.2015;10:00;44,98;23,84;23,84;64,15;71,4;45,9;44,89;23,84;65,07;51,1;47,3;47,3
27.11.2015;11:00;48,07;23,63;23,63;59,34;69,3;41;46,45;23,63;61,8;58;46,3;46,3
27.11.2015;12:00;39,2;23,52;23,52;59,08;59,08;39,63;46,06;23,52;57,83;59,08;41;41,24
27.11.2015;13:00;36,21;23,43;23,43;58,07;58,07;36,68;46,69;23,43;57,08;48,5;40;40
27.11.2015;14:00;36,1;23,34;23,34;59,5;64,76;36,6;45,18;23,34;60;48,21;39,71;39,71
27.11.2015;15:00;39,49;23,4;23,4;56,7;72,8;39,65;45,43;23,4;59,25;48,28;43,1;43,1
27.11.2015;16:00;44,92;23,6;23,6;56,7;75;45,6;49,68;23,6;58,98;50;45;45
27.11.2015;17:00;47,66;23,6;23,6;64,15;93,84;50,15;49,43;23,6;63,57;52,4;48,9;48,9
27.11.2015;18:00;37,32;23,37;23,37;67,73;88;41,35;46,77;23,37;71,93;49;44;44
27.11.2015;19:00;33,02;23,07;23,07;65,91;76,5;36,69;45,13;23,07;62,07;47,42;38,92;38,92
27.11.2015;20:00;31,17;22,43;22,43;63,45;64,36;33,93;38,98;22,43;58,79;39,1;33,25;33,25
27.11.2015;21:00;29,55;22,1;22,1;55,39;62,56;38;33,97;22,1;55,93;35;29,5;29,5
27.11.2015;22:00;29,18;20,95;20,95;52,99;61,21;31,74;33,2;20,95;53,37;41;28,1;28,48
27.11.2015;23:00;26,18;19,73;19,73;46,42;57,34;29,99;32,24;19,73;49,96;24,01;24,29;25,5
28.11.2015;00:00;27,03;18,34;18,34;34,91;46,92;27,86;-;18,34;45,68;36,6;28,45;28,74
28.11.2015;01:00;23,01;17,28;17,28;33,06;43,82;33,06;-;17,28;44;28,97;26,65;26,65
28.11.2015;02:00;23,04;16,9;16,9;35,13;42,5;36,46;-;16,9;40,9;24,5;23,5;23,5
28.11.2015;03:00;23,01;16,93;16,93;28,11;41,36;32,4;-;16,93;39,05;20;21,87;21,87
28.11.2015;04:00;24,15;17,52;17,52;24,97;41,06;27,99;-;17,52;38,65;20,85;22;22
28.11.2015;05:00;24,14;18,76;18,76;28,78;41,14;28,99;-;18,76;39,48;24,96;24,2;24,2
28.11.2015;06:00;27,71;19,61;19,61;34,99;49,59;34,99;-;19,61;44,61;20,1;26,81;26,81
28.11.2015;07:00;28,06;20,67;20,67;38,2;63,35;38,2;34,22;20,67;49,94;38,1;27,19;34,85
28.11.2015;08:00;31;21,48;21,48;38,56;68,89;38,56;34,14;21,48;55,21;58;30,4;41,52
28.11.2015;09:00;35,04;21,85;21,85;44,96;70,42;42,44;39,21;21,85;55,05;70,42;34,5;45,06
28.11.2015;10:00;30,02;22,09;22,09;50,01;53,49;39,94;39;22,09;54,09;53,49;33,51;51,87
28.11.2015;11:00;31,75;22,14;22,14;46,36;53;40;41,92;22,14;51,99;53;33,01;51,52
28.11.2015;12:00;31,72;22,13;22,13;45,19;53,5;37,44;42,36;22,13;46,39;53,5;33,1;51,59
28.11.2015;13:00;30,09;22,09;22,09;43,06;48,93;31,15;40,83;22,09;46,88;48,93;32,3;48,91
28.11.2015;14:00;32,96;22,15;22,15;32,96;53,73;32,96;39,79;22,15;47,96;53,73;31,01;46
28.11.2015;15:00;33,95;22,42;22,42;33,95;63,35;33,95;40,12;22,42;50,35;63,35;32,51;50,92
28.11.2015;16:00;35,46;23,11;23,11;35,46;66,33;35,46;44,49;23,11;54,38;66,33;34;58,58
28.11.2015;17:00;37,48;23,37;23,37;43,18;89,99;44,96;44,51;23,37;57,71;89,99;39,9;58
28.11.2015;18:00;32,33;22,91;22,91;45,43;88,99;60,9;41,02;22,91;57,38;88,99;37,94;51,59
28.11.2015;19:00;31,17;22,26;22,26;40,76;85;52,44;40,32;22,26;56,97;85;32,08;47,09
28.11.2015;20:00;24,08;22,06;21,86;34,4;79,99;47,28;37,96;21,86;55,86;79,99;26,5;42,58
28.11.2015;21:00;20,52;20,52;21,02;30,21;70,42;38;34,32;21,02;51,07;70,42;21,5;38,03
28.11.2015;22:00;20,22;20,22;20,22;32,55;60,56;45;32,67;20,22;49,1;60,56;20,73;21,43
28.11.2015;23:00;10,92;10,92;19,25;45,23;54,13;33;29,54;19,25;45,48;54,13;15,1;15,81
29.11.2015;00:00;-0,04;-0,04;19,57;36,62;45,91;30,85;-;19,57;48,64;38,1;6,69;6,69
29.11.2015;01:00;-0,97;-0,97;18,87;37,92;43,99;33,14;-;18,87;45,91;38,1;0,5;1,05
29.11.2015;02:00;-0,9;-0,9;18,07;32,88;42,5;33,19;-;18,07;42,09;30;0,2;0,22
29.11.2015;03:00;-0,77;-0,77;17,44;23,39;40,06;32,11;-;17,44;41,49;38,1;-0,3;0,22
29.11.2015;04:00;-0,96;0;17,02;18,12;39,31;24,97;-;17,02;41,03;38,6;-0,87;0,22
29.11.2015;05:00;0,05;0,05;17,57;9,9;39,96;24,68;-;17,57;41,04;38,6;4,89;4,89
29.11.2015;06:00;0;0,08;18,3;13,41;40,74;30,35;-;18,3;44,45;38,6;8;9,17
29.11.2015;07:00;10,06;10,06;18,35;19,93;41,96;36,02;-;18,35;46,98;38,6;14,3;15,7
29.11.2015;08:00;13,07;14,93;18,87;18,45;44;26,73;-;18,87;51,44;44;12,6;21,57
29.11.2015;09:00;16,47;16,47;19,64;23,96;44,99;35,01;-;19,64;53,01;44,99;18,7;37,95
29.11.2015;10:00;18,98;18,98;20,38;32,71;44,99;48,85;31,73;20,38;50,91;44,99;22,01;42,06
29.11.2015;11:00;20,76;20,76;20,76;36,43;41,43;57,41;32,11;20,76;50,89;41,43;23,4;43,94
29.11.2015;12:00;20,79;20,79;20,79;40,93;42,03;59,99;32,46;20,79;49,18;42,03;22;43,91
29.11.2015;13:00;20,38;20,38;20,38;31,74;40,44;46,94;32,48;20,38;47,9;40,44;22;37,94
29.11.2015;14:00;17,11;17,11;20,5;23,99;42,46;33,19;32,56;20,5;49,95;42,46;22;39,5
29.11.2015;15:00;15,04;21,1;21,1;27,19;45,3;32,2;32,82;21,1;50,83;45,3;23,31;43,65
29.11.2015;16:00;16,28;21,58;21,58;29,72;50,9;34,36;34,88;21,58;53,07;50,9;45;55,44
29.11.2015;17:00;16,57;21,84;21,84;39,94;70;43,7;34,83;21,84;55,45;70;39;60,73
29.11.2015;18:00;20,91;21,75;21,75;45,51;74,5;51,19;34,88;21,75;55,15;74,5;39;58,7
29.11.2015;19:00;16,73;21,38;21,38;46,03;74,11;54,86;34,85;21,38;54,66;74,11;40,96;58,72
29.11.2015;20:00;13,79;20,97;20,97;41,9;74,99;45,46;32,19;20,97;53,95;74,99;36,3;49,48
29.11.2015;21:00;12,22;20,76;20,76;37,45;66;37,94;30,1;20,76;54,04;66;18;45,02
29.11.2015;22:00;13,91;18,58;20,11;41,21;51,75;44,94;26,2;20,11;53,92;51,75;15;33,51
29.11.2015;23:00;0,07;0,1;19,46;40,09;46,74;44,06;24,45;19,46;50,01;46,74;6,22;17,9
30.11.2015;00:00;10,04;10,04;10,04;24,79;39,4;33,03;-;19,22;43,28;2;9;17,99
30.11.2015;01:00;-0,09;-0,09;-0,09;19,5;38,31;30,62;-;17,87;41,02;2;11,48;11,48
30.11.2015;02:00;-0,94;-0,94;-0,94;19,68;37,75;31,18;-;16,96;41,03;2;6,75;6,75
30.11.2015;03:00;-0,99;-0,99;-0,99;9,39;36,36;21,93;-;19,58;40,69;2;4,05;4,05
30.11.2015;04:00;-0,04;-0,04;-0,04;12,18;35,96;23,6;-;20,41;40,48;3;17,99;17,99
30.11.2015;05:00;10,78;10,78;21,27;20,97;40;31,99;-;21,27;43,94;37,9;8,3;38,04
30.11.2015;06:00;21,85;21,85;21,97;41,38;52,45;38;-;21,97;53,09;52,45;31,96;47,93
30.11.2015;07:00;30,41;23,7;23,7;47,29;59,39;55,35;33,55;23,7;57,49;59;37,91;37,91
30.11.2015;08:00;33,42;23,88;23,88;49,17;72,84;56,93;33,53;23,88;56,99;38;35,63;35,63
30.11.2015;09:00;28,28;23,81;23,81;47,22;69,48;48,02;33,71;23,81;56,83;54,1;34,5;35,36
30.11.2015;10:00;28,88;23,77;23,77;45,73;67,28;54,01;33,83;23,77;56,93;54,1;33,2;37,01
30.11.2015;11:00;30,09;23,53;23,53;46,35;59,11;54,27;34,21;23,53;56,99;59;33,2;35,07
30.11.2015;12:00;30,03;23,47;23,47;45,92;51,46;47;34,37;23,47;56,94;51,46;34,5;35,05
30.11.2015;13:00;32,45;23,48;23,48;40,07;52,99;37,44;34,83;23,48;57,91;52,99;34,5;37,98
30.11.2015;14:00;35,79;23,63;23,63;35,79;64,14;35,79;34,36;23,63;57,92;59;37,66;38,79
30.11.2015;15:00;35,38;24,1;24,1;35,38;75;35,38;36,06;24,1;57,9;54,1;38,36;40,98
30.11.2015;16:00;37,89;24,86;24,86;37,89;75;37,89;40,97;24,86;57,47;59;43,24;43,24
30.11.2015;17:00;47;25,6;25,6;47;93,9;47;39,32;25,6;55,33;59;45,72;50,05
30.11.2015;18:00;45,26;24,89;24,89;53,76;87,22;44,94;39,09;24,89;56,6;59;43;50,08
30.11.2015;19:00;39,83;24,3;24,3;54,67;74,32;39,78;36,95;24,3;54,6;74,32;42,2;59,06
30.11.2015;20:00;35,72;23,76;23,76;43,68;64,98;35,72;35,05;23,76;56,28;64,98;38,6;55,01
30.11.2015;21:00;30,02;23,43;23,43;37,61;60;36,82;33,56;23,43;55,58;60;30,7;50,01
30.11.2015;22:00;27,14;25,02;22,67;40,45;50,9;27,14;31,29;22,67;54,97;50,9;26,43;44,08
30.11.2015;23:00;18,52;18,52;20,87;42,82;48,92;20,4;26,25;20,87;51,82;38;18;37,97
01.12.2015;00:00;20,17;20,17;20,62;26,31;43,92;34,1;-;20,62;40,6;40;20,99;26,77
01.12.2015;01:00;17,41;17,41;19,3;26,94;41,06;32,2;-;19,3;40;39,42;19,37;26,77
01.12.2015;02:00;16,08;16,08;18,96;26,27;39,96;32,2;-;18,96;39,12;18;19;24,08
01.12.2015;03:00;17,48;17,48;19,25;22,04;39,31;31,95;-;19,25;38,63;17,1;18;26,77
01.12.2015;04:00;20,48;20,48;20,48;22,8;39,31;31,02;-;20,48;37,95;35,5;19,3;33,51
01.12.2015;05:00;21,95;21,95;21,95;23,95;42,78;31,45;-;21,95;40,41;42,78;22,5;40,15
01.12.2015;06:00;24,59;22,97;22,97;47,74;54,02;26,38;-;22,97;51,31;46;32,08;42,51
01.12.2015;07:00;38,9;23,86;23,86;51,18;74,43;57,07;34,93;23,86;57,13;58;40,52;44,39
01.12.2015;08:00;46,94;24,5;24,5;49,31;81,34;51,27;35,71;24,5;57,9;49,1;43,17;43,63
01.12.2015;09:00;44,91;24,4;24,4;46,77;75,43;50,21;37,89;24,4;57,72;43,46;44,16;44,95
01.12.2015;10:00;43,29;24,7;24,7;45,59;71,16;49,82;38,19;24,7;57,92;44,5;45,45;47,91
01.12.2015;11:00;45,88;24,59;24,59;45,88;64,33;45,88;38,18;24,59;57,93;46,6;46,25;48,2
01.12.2015;12:00;42,5;24,26;24,26;42,5;57,76;42,5;38,18;24,26;54,84;46,01;44,76;46,06
01.12.2015;13:00;44,93;24,33;24,33;44,93;59,64;44,93;38,63;24,33;55,22;47,2;43,95;46,78
01.12.2015;14:00;45,6;24,8;24,8;45,6;68,17;45,6;38,18;24,8;57,98;45;45;48,03
01.12.2015;15:00;45,52;25,52;25,52;45,52;80;45,52;39,26;25,52;57,95;50;46,25;50,09
01.12.2015;16:00;48,4;27,76;27,76;48,4;94,1;48,4;47,38;27,76;58,01;58;47;55,77
01.12.2015;17:00;58,55;34,99;34,99;58,55;114,67;58,55;47,62;34,99;58,5;54,75;54,5;57,82
01.12.2015;18:00;46,99;28,67;28,67;72,5;95;46,99;46,34;28,67;62,23;50,11;50,41;52,19
01.12.2015;19:00;38,91;25,99;25,99;69,62;80,9;37,31;43,25;25,99;59,66;47,45;45,5;50
01.12.2015;20:00;36,03;24,66;24,66;56,49;70,9;36,03;38,66;24,66;56,87;55,1;39;44,77
01.12.2015;21:00;31,93;23,73;23,73;49,09;71,01;33,55;33,57;23,73;55,97;63,91;33,5;36,56
01.12.2015;22:00;31,01;22,93;22,93;52,98;61,75;32,85;34,14;22,93;51,49;61,75;29,8;34,47
01.12.2015;23:00;27,52;22,24;22,24;48,1;55,83;34,36;32,95;22,24;51,16;55,83;24,5;34,72
02.12.2015;00:00;24,49;22,99;22,99;46,57;56,48;29,3;-;22,99;51,58;21,15;23,35;28,89
02.12.2015;01:00;22,52;22,52;22,52;46,89;52,91;27,79;-;22,52;49,24;18,06;21,86;26,82
02.12.2015;02:00;21,72;21,72;21,72;43,73;48,12;26,52;-;21,72;47,97;14,73;19,18;19,74
02.12.2015;03:00;21,79;21,79;21,79;35,45;47,4;25,19;-;21,79;48,43;14,94;19,44;19,51
02.12.2015;04:00;23,06;23,06;23,06;33,5;47,34;24,71;-;23,06;47,51;17,36;20,81;21,45
02.12.2015;05:00;25,04;23,38;23,38;35,73;53,78;26,09;-;23,38;51,79;20,09;23,01;32,99
02.12.2015;06:00;30,03;24,17;24,17;46,28;72,33;33,18;-;24,17;56,95;43;30,59;44,82
02.12.2015;07:00;41,16;25,55;37,97;57,51;86,84;41,16;39,44;37,97;59,19;50;41,01;55,14
02.12.2015;08:00;44,31;26,16;49,15;63,47;90,73;44,31;49,15;49,15;61,07;50;44,24;51,4
02.12.2015;09:00;43,5;25,85;44,57;59,36;87,7;40,36;48,35;44,57;60,68;45;45,21;50,04
02.12.2015;10:00;40,51;25,51;34,93;55,2;76,1;37,6;48,02;34,93;60,49;45;41,75;48,12
02.12.2015;11:00;42,89;25,12;32,86;54,47;74,99;41,21;49,56;32,86;58,3;48;42,11;49,47
02.12.2015;12:00;36,67;25,15;25,74;56,35;58;34,1;49,75;25,74;58,94;50;40,5;46,36
02.12.2015;13:00;47,78;25,04;25,04;48,84;59,9;46,28;51,76;25,04;59,93;48;43,11;47,82
02.12.2015;14:00;44,91;24,71;24,71;54,8;71,9;43,76;49,57;24,71;58,77;45;42,87;45,88
02.12.2015;15:00;47,44;24,96;25,05;57,51;80,82;47,44;47,37;25,05;58,39;48;46;50,1
02.12.2015;16:00;48,22;25,02;25,16;54,29;99,1;48,37;51,82;25,16;57,95;58;46,01;59,25
02.12.2015;17:00;56,44;25,01;25,05;68,28;113,74;56,53;50,75;25,05;62,24;50;50,98;58,7
02.12.2015;18:00;44,91;24,4;24,4;78,69;92,7;45,06;45,74;24,4;71,74;50;45,53;55,78
02.12.2015;19:00;43,02;23,83;23,83;77,1;77,7;43,62;45,66;23,83;64,9;58;39,98;55,04
02.12.2015;20:00;35,72;23,38;23,38;61,23;70;38,21;41,02;23,38;59,36;50;37,07;50,07
02.12.2015;21:00;31,02;23,09;23,09;53,45;61,99;34,94;33,72;23,09;57,32;59;31,49;42,51
02.12.2015;22:00;29,4;22,19;22,19;55,51;58,98;34,37;33,46;22,19;57,18;48;29,81;42,51
02.12.2015;23:00;27,05;21,22;21,22;54,39;56,83;32,65;31,49;21,22;54,69;43;25,62;42,51
03.12.2015;00:00;29,06;20,76;20,76;33,3;49,02;31,99;-;20,76;53,86;31,99;28,74;30,03
03.12.2015;01:00;29,06;20,32;20,32;35,07;45,01;30,5;-;20,32;51,04;26,14;28,14;28,74
03.12.2015;02:00;28,35;20,26;20,26;33,59;44,52;32,4;-;20,26;47,42;25,14;27,14;27,14
03.12.2015;03:00;29,08;20,58;20,58;29,08;43,75;29,08;-;20,58;46,66;25,14;27,14;27,14
03.12.2015;04:00;29,94;21,48;21,48;29,94;43,52;29,94;-;21,48;46,01;26,56;28,56;28,56
03.12.2015;05:00;31,54;22,32;22,32;34,55;49,1;30,82;-;22,32;52,07;34,95;29,47;33,74
03.12.2015;06:00;42,93;23,21;23,21;42,93;56,9;42,93;35,78;23,21;57,93;45;38,17;42,51
03.12.2015;07:00;53,14;29,68;29,68;56,1;73,61;49;38,72;29,68;62,01;52,83;49,95;52,73
03.12.2015;08:00;53,89;41,76;41,76;56,84;79,23;49,99;41,76;41,76;63,77;52,26;53,76;53,76
03.12.2015;09:00;51,13;31,37;31,37;53,86;75,68;47,44;46,21;31,37;59,93;56,5;51,31;53,34
03.12.2015;10:00;49,58;29,56;29,56;53,78;70,68;43,96;43,56;29,56;59,86;50;47,1;50,08
03.12.2015;11:00;50,99;26,36;26,36;51,78;64,48;49,94;46,51;26,36;59,97;52,1;47,66;50,06
03.12.2015;12:00;50;25,44;25,44;50;57;50;45,15;25,44;57,08;52,1;45,38;49,03
03.12.2015;13:00;48,54;25,08;25,08;48,54;57;48,54;47,16;25,08;57,36;50;47,93;50,04
03.12.2015;14:00;47,2;25,09;25,09;47,2;64,95;47,2;47,59;25,09;60,01;50;48,39;50,03
03.12.2015;15:00;46,93;26,32;26,32;46,93;72,78;46,93;48,64;26,32;59,96;49,69;49,69;51,43
03.12.2015;16:00;50,12;31,35;32,02;50,12;75,95;50,12;48,21;32,02;60,97;51,5;53,11;55,37
03.12.2015;17:00;57,98;33,08;37,88;57,98;93,02;57,98;47,72;37,88;64,07;60,5;63,01;63,01
03.12.2015;18:00;51;25,65;25,65;64,12;82,95;33,94;46,01;25,65;73,82;55,2;56,89;57,97
03.12.2015;19:00;46,11;24,64;24,64;54,37;74,16;34,96;42,05;24,64;64,32;51,36;50,26;50,85
03.12.2015;20:00;41,87;23,59;23,59;45,19;69,99;37,44;39,76;23,59;58,2;50;43;43
03.12.2015;21:00;37,79;22,93;22,93;37,79;60,86;37,79;34,37;22,93;57,9;59;35,95;39,48
03.12.2015;22:00;35,05;22,29;22,29;39,77;55,65;39,77;32,36;22,29;56,94;55,65;33,01;43,63
03.12.2015;23:00;29,54;21,22;21,22;37,83;53,99;32,72;28,75;21,22;53,99;47;27,1;42,29
04.12.2015;00:00;24,39;19,49;19,49;29,74;60,59;28,6;-;19,49;49,34;54;25;38,15
04.12.2015;01:00;23,71;18,69;18,69;27,91;52,06;28,28;-;18,69;46,38;43;23,04;33,41
04.12.2015;02:00;17,37;17,37;17,37;23,91;48,9;29,94;-;17,37;45,5;23,66;21,8;27,72
04.12.2015;03:00;16,83;16,83;16,83;19,12;47,85;25,38;-;16,83;45,02;22;20,1;25
04.12.2015;04:00;17,19;17,19;17,19;17,33;47,82;17,76;-;17,19;44,99;42,69;20;35,04
04.12.2015;05:00;19,37;19,37;19,37;24,48;54,8;24,48;-;19,37;49,4;54,8;22,6;42,6
04.12.2015;06:00;30,06;20,77;20,77;33,9;67,71;30,99;33,22;20,77;58,89;51,01;27,99;51,97
04.12.2015;07:00;29,45;21,9;21,9;45,14;75,95;47;34,47;21,9;61,8;63,5;37,36;60,76
04.12.2015;08:00;31,01;22,19;22,19;46,19;82,95;50;35,89;22,19;62,3;82,95;39,31;60,08
04.12.2015;09:00;29,07;22;22;46,52;88,9;56,39;36,28;22;62,19;65,5;39,98;60,76
04.12.2015;10:00;30,13;21,95;21,95;47,02;75,29;56,54;35,98;21,95;62,46;65,5;34,4;60,76
04.12.2015;11:00;31,48;21,91;21,91;44,53;78,8;51,86;36,52;21,91;62,91;78,8;33,9;55,6
04.12.2015;12:00;31,42;21,79;21,79;39,54;70,68;43,97;36,48;21,79;58,07;70,68;34,4;60,53
04.12.2015;13:00;31,49;21,71;21,71;40,22;71;43,87;36,95;21,71;58,01;71;35;60,22
04.12.2015;14:00;35,74;21,69;21,69;36,93;73;37,6;36,48;21,69;62,38;73;37,17;60,76
04.12.2015;15:00;38;21,73;21,73;38;74,11;38;36,9;21,73;61,83;50,1;37,5;60,98
04.12.2015;16:00;42,82;21,85;21,85;42,82;75,92;42,82;39,32;21,85;61,73;66;41,01;62,33
04.12.2015;17:00;49,09;21,88;21,88;49,09;93,9;49,09;40,85;21,88;60,72;50,81;47,8;60,08
04.12.2015;18:00;46,03;21,78;21,78;46,8;78,9;45;39,81;21,78;60,83;50,01;44,8;55,71
04.12.2015;19:00;41,2;21,48;21,48;42,76;71,66;41,2;39,16;21,48;59,07;50,01;39;52,71
04.12.2015;20:00;33,23;20,8;20,8;39,07;69,99;38;36,26;20,8;60,08;48,1;35,09;51,03
04.12.2015;21:00;30,86;20,45;20,45;37,44;61,99;37,44;33,75;20,45;60,01;38;31,04;42,75
04.12.2015;22:00;30,48;19,71;19,71;39,05;64,95;30,75;32,42;19,71;56,08;38;29,8;45,03
04.12.2015;23:00;27,02;18,29;18,29;41,7;60,6;34,94;28,57;18,29;54,06;23,88;23,88;38,44
05.12.2015;00:00;17,23;16,28;16,28;47,54;60,6;47,54;-;16,28;54,43;17,02;20,3;35,3
05.12.2015;01:00;17,23;14,94;14,94;41,17;54,02;42,27;-;14,94;50,67;15;18,9;32,26
05.12.2015;02:00;17,55;13,51;13,51;34,53;50,8;36,39;-;13,51;47,47;12,5;16,51;22,05
05.12.2015;03:00;17,92;13,13;13,13;24,77;47,55;25,79;-;13,13;45,48;11,07;16,4;19,2
05.12.2015;04:00;18,76;13,39;13,39;19,01;48,97;19,15;-;13,39;45,02;11,86;16,3;25,03
05.12.2015;05:00;17,24;14,03;14,03;20,29;50,34;20,43;-;14,03;46,21;13,91;16,8;29,1
05.12.2015;06:00;17,61;15,46;15,46;26,32;60,6;26,51;-;15,46;53,47;26,08;16,4;38,46
05.12.2015;07:00;19,54;15,61;15,61;35,48;67,6;35,89;28,7;15,61;58,97;36;19,7;50,06
05.12.2015;08:00;32,01;15,39;15,39;34,19;88,65;34,43;32,94;15,39;59,51;26,5;23,14;49,94
05.12.2015;09:00;32,07;15,27;15,27;38,3;89,31;42,12;33,85;15,27;60,09;38;24,6;51,36
05.12.2015;10:00;28,15;15,74;15,74;34,77;82,95;38,87;34,25;15,74;60,11;38;23,7;49,18
05.12.2015;11:00;29,09;15,81;15,81;35,5;79,82;39,44;34,45;15,81;59,91;25,3;24;45,13
05.12.2015;12:00;25,97;15,52;15,52;37,74;64,95;44,96;34,91;15,52;59,61;45,01;21,8;50,05
05.12.2015;13:00;24,51;15,2;15,2;34,25;60,86;40,24;34,71;15,2;57,44;38;19,5;48,89
05.12.2015;14:00;23,91;15,17;15,17;35,33;59,99;35,33;34,43;15,17;58,99;38;19,01;48,89
05.12.2015;15:00;25,96;15,76;15,76;27,19;64,95;28,6;34,1;15,76;60,16;47,51;26;52,48
05.12.2015;16:00;32,28;16,78;16,78;33,16;70,45;34;34,9;16,78;60,7;45;40,07;57,13
05.12.2015;17:00;41,5;17,52;17,52;46,75;88,59;51,72;34,8;17,52;61,52;50;34;56,96
05.12.2015;18:00;34,74;16,55;16,55;51,04;78;55,09;34,54;16,55;61,1;38;30,01;54,95
05.12.2015;19:00;28,93;15,91;15,91;51,31;80,24;38,08;33,1;15,91;60,99;38;26,59;51,44
05.12.2015;20:00;17,28;15,85;15,85;50,38;70,68;38,12;32,97;15,85;60,02;20,05;22,73;48,61
05.12.2015;21:00;15;15;15;43,62;60,86;37;28,47;15;59,97;14,08;17,5;41,29
05.12.2015;22:00;16,44;14,66;14,66;45,64;56,05;34,99;24,68;14,66;59,64;19,42;17,1;38,45
05.12.2015;23:00;13,05;13,05;13,05;41,53;54,6;25;18,96;13,05;56,52;8,49;11,3;33,42
06.12.2015;00:00;14,95;7,72;7,72;40,55;51,55;48,92;-;7,72;52,28;45,2;2,01;33,34
06.12.2015;01:00;9,96;4,69;4,69;44,04;45,51;9,96;-;4,69;47,59;45,51;0,01;35,14
